School Type,Teacher-to-student ratio,Attendance,Mathematics Books,Mock result,NECTA result
Government,145,58,Own a Book,F,0
Private,50,94,Own a Book,B,1
Government,82,67,Own a Book,D,0
Government,168,72,Own a Book,F,0
Private,73,85,Own a Book,B,1
Private,96,92,Not Own Book,C,1
Private,64,86,Own a Book,A,1
Private,70,99,Own a Book,D,0
Private,61,97,Own a Book,A,1
Government,126,56,Not Own Book,C,0
Private,50,89,Own a Book,B,1
Government,132,77,Not Own Book,D,1
Government,147,65,Own a Book,F,1
Private,72,96,Own a Book,B,1
Private,107,95,Own a Book,B,1
Government,232,69,Not Own Book,F,0
Private,63,94,Own a Book,B,1
Government,60,50,Not Own Book,F,0
Government,145,83,Own a Book,C,0
Government,166,78,Not Own Book,D,1
Government,111,59,Own a Book,F,0
Government,113,72,Not Own Book,F,0
Private,98,73,Own a Book,B,1
Government,138,62,Not Own Book,F,0
Government,179,80,Own a Book,B,1
Government,108,69,Not Own Book,B,1
Private,74,87,Own a Book,C,1
Government,134,70,Own a Book,A,1
Government,119,69,Not Own Book,D,0
Private,92,94,Own a Book,A,1
Private,54,83,Own a Book,D,1
Government,163,74,Own a Book,B,1
Government,134,58,Not Own Book,D,1
Private,81,93,Own a Book,F,0
Private,69,85,Own a Book,A,1
Government,189,69,Not Own Book,F,0
Government,107,66,Not Own Book,A,1
Government,202,67,Own a Book,C,1
Government,148,59,Not Own Book,F,0
Government,90,73,Own a Book,B,1
Government,180,75,Not Own Book,F,0
Government,141,56,Not Own Book,D,0
Government,73,64,Not Own Book,B,0
Private,79,88,Own a Book,C,1
Government,195,64,Own a Book,F,0
Government,207,67,Own a Book,D,0
Government,132,86,Not Own Book,D,1
Government,156,59,Own a Book,F,0
Private,75,71,Own a Book,C,0
Government,217,64,Not Own Book,F,0
Private,62,85,Own a Book,D,1
Private,68,84,Own a Book,C,1
Government,112,72,Own a Book,F,0
Private,53,80,Own a Book,A,1
Government,161,58,Not Own Book,F,0
Government,222,63,Not Own Book,D,0
Government,141,63,Not Own Book,C,1
Government,110,91,Own a Book,B,1
Private,77,98,Not Own Book,B,1
Government,176,53,Own a Book,D,1
Private,72,74,Own a Book,F,0
Government,213,69,Not Own Book,D,1
Private,62,99,Not Own Book,C,1
Private,70,92,Own a Book,B,1
Government,163,69,Not Own Book,C,1
Private,80,84,Not Own Book,A,1
Private,75,95,Not Own Book,C,1
Government,92,71,Own a Book,D,0
Private,110,99,Not Own Book,A,1
Private,71,76,Not Own Book,D,1
Private,76,90,Own a Book,C,1
Government,177,64,Not Own Book,F,0
Private,65,90,Not Own Book,D,0
Private,75,89,Own a Book,B,1
Private,64,91,Own a Book,C,1
Private,81,94,Own a Book,D,0
Government,137,83,Own a Book,D,0
Private,79,99,Own a Book,A,1
Private,59,88,Own a Book,A,1
Private,62,84,Own a Book,A,1
Government,88,57,Not Own Book,B,1
Private,64,91,Not Own Book,D,0
Private,50,93,Own a Book,B,1
Private,70,78,Not Own Book,F,1
Private,66,96,Own a Book,C,1
Private,77,87,Not Own Book,A,1
Government,152,57,Not Own Book,F,0
Government,206,61,Own a Book,D,1
Government,266,60,Own a Book,C,1
Government,201,60,Own a Book,F,0
Government,129,75,Not Own Book,D,0
Government,127,78,Not Own Book,F,1
Government,189,86,Own a Book,C,1
Private,50,83,Own a Book,A,1
Government,135,73,Own a Book,C,0
Private,71,83,Own a Book,B,1
Government,176,70,Not Own Book,F,0
Government,177,55,Own a Book,F,1
Government,116,58,Not Own Book,F,0
Private,68,93,Not Own Book,A,1
Private,81,77,Not Own Book,C,1
Government,114,76,Own a Book,F,0
Government,204,63,Own a Book,B,1
Government,177,50,Own a Book,D,1
Private,77,70,Own a Book,D,1
Private,80,98,Own a Book,B,1
Government,128,50,Own a Book,D,0
Government,121,69,Not Own Book,A,1
Government,130,73,Own a Book,B,1
Private,82,78,Own a Book,B,1
Private,78,84,Own a Book,C,1
Government,130,74,Own a Book,B,1
Private,86,90,Own a Book,A,1
Private,72,84,Own a Book,D,1
Private,64,89,Not Own Book,A,1
Government,161,68,Not Own Book,D,0
Government,104,60,Not Own Book,C,0
Government,74,82,Not Own Book,D,0
Private,74,89,Own a Book,A,1
Government,120,51,Own a Book,F,0
Government,138,75,Not Own Book,D,0
Government,106,63,Not Own Book,F,0
Government,204,67,Not Own Book,D,0
Government,120,70,Not Own Book,D,0
Government,130,62,Not Own Book,F,0
Government,167,88,Own a Book,C,1
Government,88,55,Not Own Book,D,1
Government,84,70,Own a Book,D,1
Private,80,90,Not Own Book,A,1
Government,129,70,Own a Book,D,0
Private,61,86,Own a Book,B,1
Government,177,66,Not Own Book,D,0
Government,113,61,Own a Book,D,1
Government,137,61,Not Own Book,F,0
Government,109,81,Not Own Book,D,0
Private,79,84,Own a Book,A,1
Government,209,91,Own a Book,D,0
Government,66,76,Own a Book,C,1
Private,76,69,Own a Book,C,1
Government,188,78,Not Own Book,F,0
Government,131,69,Not Own Book,A,1
Government,99,56,Not Own Book,F,0
Private,81,97,Not Own Book,C,1
Private,90,84,Own a Book,A,1
Government,190,64,Not Own Book,F,0
Private,80,90,Own a Book,C,1
Private,76,95,Own a Book,A,1
Government,109,71,Own a Book,D,0
Government,188,70,Own a Book,C,1
Government,186,63,Not Own Book,D,0
Private,57,95,Own a Book,C,1
Private,80,88,Own a Book,B,1
Private,84,86,Own a Book,C,1
Private,88,85,Not Own Book,C,0
Government,146,80,Not Own Book,A,1
Private,62,86,Own a Book,A,1
Private,67,95,Own a Book,A,1
Private,59,84,Own a Book,A,1
Private,74,93,Own a Book,B,1
Private,71,89,Own a Book,A,1
Government,246,60,Not Own Book,F,0
Government,190,69,Own a Book,B,1
Government,193,50,Not Own Book,F,0
Private,82,82,Own a Book,B,1
Private,69,76,Own a Book,C,1
Government,137,89,Own a Book,B,1
Private,72,77,Not Own Book,F,0
Government,158,92,Not Own Book,D,1
Government,167,75,Own a Book,F,0
Government,150,64,Own a Book,A,1
Government,136,78,Own a Book,C,1
Government,123,63,Own a Book,F,0
Private,54,78,Not Own Book,F,0
Government,207,70,Own a Book,F,0
Government,249,77,Own a Book,F,0
Private,92,96,Own a Book,C,1
Government,93,74,Not Own Book,D,0
Government,185,64,Own a Book,F,0
Government,196,83,Own a Book,C,1
Government,131,81,Not Own Book,D,0
Private,82,89,Own a Book,A,1
Government,129,82,Own a Book,D,0
Government,218,91,Own a Book,C,1
Private,80,84,Not Own Book,D,0
Government,108,61,Not Own Book,F,1
Private,85,83,Own a Book,B,1
Private,90,78,Own a Book,A,1
Government,158,75,Own a Book,D,0
Private,82,76,Not Own Book,D,0
Private,73,96,Own a Book,B,1
Private,57,83,Not Own Book,D,1
Government,143,83,Not Own Book,D,1
Government,173,50,Not Own Book,F,0
Private,73,85,Not Own Book,C,1
Government,186,57,Not Own Book,F,0
Private,69,97,Own a Book,A,1
Private,70,99,Own a Book,C,1
Government,187,50,Not Own Book,D,0
Private,78,94,Own a Book,A,1
Government,131,80,Not Own Book,C,1
Government,196,73,Own a Book,C,0
Private,64,92,Own a Book,C,1
Private,64,91,Own a Book,A,1
Private,50,94,Own a Book,C,1
Private,66,80,Own a Book,B,1
Government,208,82,Not Own Book,F,0
Government,60,72,Own a Book,D,1
Government,107,71,Not Own Book,F,0
Private,81,91,Own a Book,A,1
Private,50,79,Own a Book,A,1
Government,127,54,Own a Book,D,1
Government,201,68,Not Own Book,C,1
Private,105,98,Own a Book,B,1
Government,163,58,Not Own Book,D,0
Private,61,89,Own a Book,D,0
Government,106,62,Own a Book,D,0
Government,156,61,Not Own Book,F,0
Government,162,75,Own a Book,D,0
Private,102,93,Not Own Book,B,1
Government,193,62,Own a Book,F,0
Private,76,97,Not Own Book,B,1
Private,69,90,Own a Book,B,1
Private,120,86,Not Own Book,D,0
Private,84,90,Own a Book,C,1
Government,119,90,Own a Book,A,1
Government,139,77,Not Own Book,C,1
Private,61,83,Own a Book,C,1
Government,60,69,Own a Book,B,1
Government,164,71,Own a Book,D,0
Government,230,76,Own a Book,A,1
Government,76,72,Not Own Book,B,1
Government,152,88,Own a Book,F,0
Government,118,67,Own a Book,D,0
Government,173,52,Own a Book,F,0
Government,142,72,Not Own Book,F,0
Private,54,84,Own a Book,D,1
Private,60,77,Not Own Book,B,1
Government,112,62,Own a Book,D,1
Government,210,66,Not Own Book,F,0
Private,94,95,Own a Book,B,1
Private,70,77,Own a Book,F,0
Private,93,90,Own a Book,C,1
Private,72,99,Own a Book,A,1
Private,70,86,Own a Book,C,1
Government,152,67,Not Own Book,C,1
Government,162,77,Own a Book,C,1
Government,125,75,Not Own Book,D,0
Private,75,97,Not Own Book,A,1
Government,185,68,Not Own Book,C,1
Private,76,92,Own a Book,A,1
Private,75,93,Own a Book,B,1
Private,82,85,Own a Book,B,1
Private,85,87,Own a Book,D,1
Government,147,69,Not Own Book,F,0
Private,67,79,Not Own Book,C,1
Government,158,66,Own a Book,C,0
Private,51,98,Own a Book,F,0
Private,71,95,Not Own Book,A,1
Private,50,83,Own a Book,A,1
Private,50,87,Own a Book,B,1
Government,67,79,Not Own Book,B,1
Government,197,74,Own a Book,D,0
Government,150,77,Own a Book,D,1
Private,56,91,Own a Book,A,1
Private,82,89,Own a Book,A,1
Government,194,68,Not Own Book,F,0
Private,82,79,Own a Book,D,0
Private,72,92,Own a Book,C,1
Private,78,86,Own a Book,B,1
Government,190,53,Not Own Book,D,0
Government,128,64,Own a Book,A,1
Government,151,78,Own a Book,C,1
Private,71,74,Not Own Book,D,0
Government,77,59,Not Own Book,C,1
Private,88,88,Own a Book,C,1
Government,242,84,Own a Book,F,0
Government,110,79,Not Own Book,F,0
Private,89,98,Own a Book,B,1
Government,112,72,Not Own Book,C,1
Government,155,67,Own a Book,B,1
Government,217,78,Own a Book,A,1
Government,126,61,Not Own Book,B,1
Private,74,81,Not Own Book,C,1
Government,68,58,Not Own Book,C,1
Government,120,80,Own a Book,A,1
Private,50,82,Not Own Book,D,1
Government,169,80,Not Own Book,B,1
Government,187,71,Own a Book,F,0
Private,71,95,Own a Book,D,0
Government,162,58,Own a Book,D,0
Private,70,83,Own a Book,C,1
Government,183,74,Not Own Book,C,1
Government,155,65,Own a Book,C,0
Government,60,50,Own a Book,C,1
Private,89,78,Own a Book,C,1
Government,132,58,Not Own Book,F,0
Government,92,59,Own a Book,F,0
Government,130,76,Own a Book,B,1
Private,50,90,Not Own Book,A,1
Government,93,71,Not Own Book,D,1
Private,77,99,Own a Book,A,1
Government,160,81,Not Own Book,C,1
Government,163,78,Own a Book,C,1
Government,150,55,Not Own Book,D,0
Government,118,70,Not Own Book,D,0
Government,147,72,Not Own Book,D,0
Private,68,85,Own a Book,A,1
Private,50,99,Own a Book,A,1
Government,115,70,Not Own Book,D,0
Private,88,79,Own a Book,A,1
Government,221,60,Own a Book,D,0
Government,179,92,Not Own Book,F,0
Private,98,85,Own a Book,C,1
Government,153,50,Not Own Book,C,1
Private,101,83,Own a Book,C,1
Government,242,51,Not Own Book,F,0
Government,71,79,Own a Book,A,1
Private,78,74,Own a Book,B,1
Government,153,55,Own a Book,F,0
Private,68,88,Own a Book,B,1
Private,82,95,Own a Book,D,1
Government,151,69,Not Own Book,F,0
Government,116,57,Own a Book,C,1
Private,74,89,Not Own Book,B,1
Government,204,65,Own a Book,F,0
Private,77,95,Own a Book,A,1
Private,84,93,Own a Book,B,1
Private,70,84,Not Own Book,A,1
Government,170,77,Own a Book,D,1
Government,95,72,Own a Book,B,1
Government,127,83,Not Own Book,C,1
Private,73,93,Own a Book,A,1
Private,55,91,Own a Book,D,1
Private,62,97,Own a Book,B,1
Government,164,70,Not Own Book,F,0
Private,76,82,Own a Book,D,1
Government,186,72,Not Own Book,F,0
Private,65,85,Not Own Book,C,1
Private,75,92,Not Own Book,C,1
Private,64,88,Own a Book,B,1
Private,85,90,Not Own Book,D,1
Private,92,79,Own a Book,D,0
Private,82,91,Own a Book,C,1
Government,197,57,Not Own Book,F,0
Government,151,79,Not Own Book,B,1
Private,87,94,Own a Book,B,1
Government,153,73,Not Own Book,F,0
Government,103,73,Own a Book,A,1
Government,161,67,Not Own Book,D,0
Government,105,63,Not Own Book,F,0
Government,255,69,Not Own Book,F,0
Private,69,99,Own a Book,A,1
Government,179,72,Not Own Book,F,0
Government,149,56,Not Own Book,F,0
Government,94,52,Own a Book,B,1
Government,64,55,Not Own Book,D,0
Government,183,66,Not Own Book,F,0
Private,98,96,Own a Book,A,1
Government,116,59,Own a Book,C,1
Government,75,84,Own a Book,B,1
Private,70,89,Own a Book,A,1
Private,60,91,Not Own Book,B,1
Private,65,91,Own a Book,B,1
Private,84,92,Own a Book,A,1
Private,74,85,Own a Book,C,1
Government,112,50,Not Own Book,D,1
Private,83,83,Own a Book,B,1
Government,180,61,Own a Book,F,0
Private,69,90,Own a Book,B,1
Government,156,72,Not Own Book,A,1
Government,173,67,Own a Book,D,0
Government,169,87,Not Own Book,D,1
Government,151,63,Not Own Book,F,1
Government,214,50,Own a Book,F,0
Private,83,88,Not Own Book,C,1
Government,129,81,Own a Book,D,0
Government,129,72,Not Own Book,D,0
Government,124,66,Own a Book,B,1
Government,178,72,Own a Book,C,1
Private,65,99,Own a Book,A,1
Government,130,61,Not Own Book,F,0
Government,197,70,Not Own Book,F,0
Government,158,76,Not Own Book,F,0
Government,203,72,Not Own Book,F,0
Private,86,86,Not Own Book,B,1
Private,57,85,Own a Book,A,1
Government,145,67,Own a Book,D,0
Government,194,75,Own a Book,A,1
Government,95,74,Own a Book,D,1
Private,81,99,Own a Book,C,1
Government,148,54,Own a Book,F,0
Government,71,87,Own a Book,C,1
Private,76,86,Own a Book,B,1
Government,112,69,Not Own Book,C,1
Government,97,78,Own a Book,C,1
Government,150,78,Own a Book,B,1
Private,50,96,Own a Book,A,1
Private,64,97,Not Own Book,D,1
Private,113,87,Own a Book,A,1
Private,84,97,Own a Book,D,0
Private,61,83,Own a Book,F,0
Private,96,85,Not Own Book,A,1
Private,60,86,Own a Book,C,1
Government,125,64,Not Own Book,A,1
Private,57,88,Not Own Book,B,1
Private,78,94,Not Own Book,F,1
Private,95,92,Own a Book,A,1
Government,105,63,Not Own Book,D,1
Private,50,83,Own a Book,A,1
Government,199,61,Not Own Book,F,0
Private,98,88,Not Own Book,C,1
Private,50,76,Not Own Book,D,0
Private,81,81,Own a Book,F,0
Private,78,84,Own a Book,B,1
Government,114,80,Not Own Book,F,0
Government,87,68,Own a Book,D,0
Private,89,95,Own a Book,C,1
Government,158,71,Not Own Book,C,0
Government,161,65,Not Own Book,F,0
Government,122,65,Not Own Book,F,0
Government,113,58,Not Own Book,F,0
Private,50,99,Not Own Book,A,1
Government,139,81,Not Own Book,F,0
Private,96,92,Own a Book,A,1
Government,109,56,Not Own Book,D,0
Government,81,65,Not Own Book,F,0
Private,81,81,Own a Book,C,0
Government,177,71,Own a Book,C,1
Private,66,81,Not Own Book,F,0
Private,69,83,Own a Book,A,1
Government,161,60,Not Own Book,B,1
Private,72,86,Not Own Book,B,1
Government,195,70,Not Own Book,D,0
Private,111,86,Own a Book,C,1
Private,50,98,Own a Book,D,1
Government,205,78,Not Own Book,F,0
Private,76,82,Own a Book,B,1
Private,95,90,Not Own Book,D,1
Private,85,83,Own a Book,B,1
Government,152,66,Not Own Book,F,0
Private,86,91,Own a Book,A,1
Government,132,76,Own a Book,C,0
Private,63,83,Not Own Book,A,1
Private,87,80,Not Own Book,C,1
Government,112,70,Own a Book,B,1
Private,84,91,Not Own Book,C,1
Government,151,63,Not Own Book,B,1
Private,50,93,Own a Book,F,0
Government,124,76,Not Own Book,C,1
Private,80,83,Own a Book,A,1
Government,131,81,Not Own Book,F,0
Private,50,96,Own a Book,A,1
Government,209,90,Not Own Book,C,1
Private,77,99,Own a Book,B,1
Private,81,81,Not Own Book,B,1
Private,67,94,Own a Book,A,1
Private,82,94,Own a Book,A,1
Private,102,85,Not Own Book,C,1
Private,63,91,Own a Book,B,1
Private,100,74,Own a Book,B,1
Government,167,50,Own a Book,C,0
Private,61,75,Not Own Book,F,0
Government,249,73,Not Own Book,F,0
Government,167,74,Not Own Book,B,1
Government,180,67,Not Own Book,D,0
Government,137,87,Own a Book,D,1
Government,114,79,Not Own Book,F,1
Private,77,76,Own a Book,C,1
Private,98,86,Own a Book,D,1
Private,70,81,Own a Book,B,1
Private,74,90,Own a Book,D,1
Government,215,69,Own a Book,F,0
Government,136,61,Own a Book,A,1
Private,82,99,Own a Book,C,1
Government,189,70,Own a Book,F,0
Government,141,65,Own a Book,C,0
Government,163,67,Own a Book,C,0
Government,179,86,Own a Book,C,0
Private,68,94,Not Own Book,C,1
Private,87,86,Not Own Book,F,0
Government,125,60,Own a Book,D,1
Government,119,61,Not Own Book,F,0
Government,81,65,Not Own Book,D,0
Private,67,91,Own a Book,C,1
Government,113,77,Not Own Book,C,1
Private,68,82,Own a Book,B,1
Government,177,78,Own a Book,D,0
Private,50,81,Own a Book,D,1
Government,61,63,Not Own Book,F,0
Government,116,55,Not Own Book,F,0
Government,170,55,Not Own Book,F,0
Private,79,81,Own a Book,D,1
Private,63,87,Own a Book,B,1
Private,92,81,Own a Book,B,1
Private,65,98,Not Own Book,D,1
Private,81,81,Own a Book,D,0
Government,133,71,Not Own Book,F,0
Government,110,83,Not Own Book,F,0
Government,122,70,Not Own Book,F,1
Government,183,66,Not Own Book,D,1
Government,166,71,Own a Book,B,1
Government,193,64,Not Own Book,F,0
Private,80,80,Own a Book,C,1
Government,77,76,Not Own Book,F,0
Private,106,83,Own a Book,A,1
Private,80,94,Own a Book,A,1
Government,173,77,Not Own Book,D,0
Private,69,89,Not Own Book,C,1
Government,200,79,Not Own Book,F,0
Government,100,64,Not Own Book,F,0
Government,177,77,Not Own Book,F,0
Government,60,77,Own a Book,B,1
Private,85,85,Own a Book,C,1
Government,101,65,Not Own Book,B,1
Government,162,73,Own a Book,C,1
Private,95,99,Own a Book,F,0
Private,87,86,Own a Book,C,1
Government,205,65,Not Own Book,D,0
Private,91,96,Own a Book,B,1
Private,67,88,Own a Book,A,1
Government,176,78,Own a Book,C,1
Private,50,98,Own a Book,A,1
Government,119,50,Own a Book,F,0
Government,212,69,Own a Book,D,1
Private,69,86,Own a Book,A,1
Private,50,81,Own a Book,F,1
Private,105,74,Own a Book,C,0
Government,175,54,Not Own Book,F,0
Private,86,88,Own a Book,D,1
Government,105,64,Own a Book,C,1
Government,162,61,Not Own Book,F,0
Government,161,70,Own a Book,C,1
Government,113,63,Not Own Book,F,0
Government,142,82,Not Own Book,F,0
Government,82,63,Own a Book,F,0
Private,69,98,Own a Book,B,1
Government,193,69,Not Own Book,F,0
Government,116,63,Own a Book,D,0
Private,103,82,Own a Book,D,1
Government,85,85,Not Own Book,C,1
Private,71,92,Own a Book,C,1
Private,65,82,Own a Book,A,1
Government,141,71,Not Own Book,F,0
Private,95,71,Not Own Book,F,0
Government,105,56,Not Own Book,F,0
Private,68,82,Not Own Book,F,0
Government,179,62,Own a Book,F,0
Private,76,96,Own a Book,B,1
Government,157,50,Own a Book,F,0
Private,60,78,Own a Book,F,0
Private,73,91,Own a Book,C,1
Government,200,72,Not Own Book,F,0
Private,50,85,Own a Book,C,1
Private,64,99,Own a Book,D,1
Private,50,92,Own a Book,B,1
Private,83,96,Own a Book,C,1
Government,205,69,Own a Book,F,0
Government,141,64,Own a Book,A,1
Government,104,64,Own a Book,D,0
Private,60,94,Own a Book,A,1
Government,136,77,Own a Book,C,1
Government,136,67,Own a Book,F,0
Private,88,91,Own a Book,D,0
Private,64,94,Own a Book,A,1
Government,169,64,Not Own Book,F,0
Private,70,85,Own a Book,C,1
Government,116,74,Not Own Book,F,0
Government,135,52,Not Own Book,D,1
Government,165,74,Not Own Book,F,0
Private,88,80,Own a Book,D,0
Government,138,79,Own a Book,F,1
Private,56,99,Own a Book,A,1
Government,194,63,Own a Book,F,0
Private,61,78,Own a Book,D,0
Private,78,86,Own a Book,B,1
Government,148,67,Not Own Book,F,0
Government,142,76,Not Own Book,F,0
Private,67,89,Own a Book,C,1
Private,84,85,Own a Book,B,1
Government,60,70,Own a Book,C,1
Government,201,58,Not Own Book,C,0
Government,108,78,Not Own Book,C,0
Government,168,86,Not Own Book,C,1
Government,165,58,Not Own Book,F,0
Private,94,76,Own a Book,B,1
Private,77,85,Not Own Book,D,0
Private,62,79,Own a Book,B,1
Private,50,79,Own a Book,D,1
Private,69,78,Own a Book,B,1
Private,50,86,Not Own Book,D,0
Private,65,85,Own a Book,A,1
Government,136,73,Not Own Book,F,0
Private,64,84,Own a Book,A,1
Private,75,79,Own a Book,D,0
Government,139,69,Own a Book,D,1
Private,70,80,Not Own Book,F,0
Private,50,91,Own a Book,A,1
Government,91,53,Own a Book,B,1
Government,178,50,Not Own Book,D,0
Private,87,76,Own a Book,D,1
Government,67,65,Own a Book,F,0
Private,62,85,Own a Book,A,1
Government,198,71,Not Own Book,F,0
Private,64,84,Not Own Book,C,1
Private,73,82,Own a Book,D,1
Government,214,84,Not Own Book,C,0
